soil_moisture,temperature,humidity,rainfall,crop,pump
40,24,69,3,maize,1
32,27,41,19,tea,0
42,33,24,11,pulses,0
17,33,34,15,pulses,0
71,33,37,7,maize,0
89,36,96,11,wheat,0
24,31,34,19,rice,0
50,33,85,9,cotton,0
61,13,40,14,tea,0
35,24,80,5,rice,0
87,31,23,18,rice,0
21,36,67,16,maize,0
36,11,20,15,wheat,0
77,16,26,7,pulses,0
39,21,80,11,pulses,0
13,26,72,17,maize,0
63,18,54,3,wheat,0
43,19,40,8,maize,0
77,11,79,0,pulses,0
65,16,95,11,rice,0
27,31,24,18,cotton,0
56,27,22,11,wheat,0
81,15,78,3,tea,0
69,28,95,18,tea,0
68,26,29,10,rice,0
11,34,65,12,maize,0
82,32,69,5,maize,0
25,34,81,7,pulses,0
67,37,78,1,rice,0
21,22,36,4,pulses,1
14,35,75,14,pulses,0
48,13,63,15,tea,0
24,38,38,4,pulses,1
81,24,37,5,pulses,0
28,32,45,2,tea,1
58,11,47,15,maize,0
48,38,68,8,wheat,0
87,10,51,11,cotton,0
24,25,39,18,pulses,0
64,17,65,4,wheat,0
76,16,77,6,tea,0
65,14,35,1,wheat,0
54,35,95,13,cotton,0
84,29,20,18,wheat,0
66,11,65,5,wheat,0
76,38,51,15,wheat,0
15,31,33,6,wheat,0
79,14,33,19,rice,0
40,19,84,3,pulses,0
31,34,44,7,tea,0
47,35,61,1,cotton,1
67,23,32,1,tea,0
79,11,72,3,rice,0
38,30,87,14,rice,0
65,28,79,17,rice,0
20,14,87,8,pulses,0
57,30,60,7,rice,0
69,14,25,11,wheat,0
60,33,45,16,tea,0
48,39,41,3,maize,0
15,14,48,6,cotton,0
39,15,59,11,rice,0
10,26,85,8,tea,0
18,23,55,17,rice,0
54,13,38,16,pulses,0
17,27,35,17,rice,0
43,27,53,13,rice,0
89,20,82,11,rice,0
17,26,44,8,rice,0
21,23,94,17,cotton,0
52,15,88,12,tea,0
65,39,33,6,pulses,0
40,28,40,0,rice,1
51,27,63,15,rice,0
42,39,71,11,rice,0
28,36,98,8,rice,0
64,17,99,11,wheat,0
13,14,94,13,wheat,0
21,25,67,11,maize,0
37,22,97,10,rice,0
67,24,81,0,maize,0
57,35,99,5,cotton,0
10,36,21,4,maize,1
84,38,61,18,tea,0
53,10,85,14,wheat,0
72,10,47,4,wheat,0
47,11,24,10,rice,0
18,37,27,11,rice,0
15,37,92,6,cotton,0
79,28,61,9,pulses,0
61,11,45,19,cotton,0
76,25,93,13,tea,0
25,11,77,11,rice,0
11,30,30,9,rice,0
45,38,41,16,cotton,0
80,16,73,12,cotton,0
44,10,60,10,cotton,0
39,10,59,13,wheat,0
54,27,31,13,maize,0
55,38,35,12,maize,0
74,38,62,5,rice,0
10,27,45,0,wheat,1
66,25,25,15,cotton,0
80,10,38,2,rice,0
76,38,42,2,wheat,0
40,21,44,16,tea,0
34,20,35,18,pulses,0
56,39,21,2,wheat,0
65,39,77,18,rice,0
10,18,37,7,maize,0
46,39,63,16,cotton,0
84,37,73,15,pulses,0
76,35,28,11,tea,0
21,32,21,9,pulses,0
29,19,74,14,pulses,0
39,20,24,14,wheat,0
83,32,39,0,rice,0
73,22,23,8,rice,0
88,21,24,15,pulses,0
73,15,36,12,cotton,0
27,38,24,1,rice,1
41,31,69,19,pulses,0
28,23,91,14,rice,0
42,15,44,11,cotton,0
71,21,44,19,tea,0
31,27,61,12,pulses,0
38,35,50,15,maize,0
13,32,66,14,maize,0
59,38,98,12,pulses,0
85,38,70,10,wheat,0
13,29,74,2,tea,1
14,20,79,1,wheat,1
48,11,46,18,maize,0
66,21,58,0,cotton,0
40,34,97,12,pulses,0
16,24,32,4,rice,1
21,32,54,9,maize,0
19,15,67,3,tea,1
38,14,33,11,maize,0
22,24,55,16,tea,0
79,35,72,19,tea,0
40,20,58,10,pulses,0
18,24,24,11,tea,0
60,28,91,15,wheat,0
25,10,29,4,cotton,1
68,14,21,3,maize,0
67,38,58,0,cotton,0
20,13,44,9,rice,0
45,18,53,0,maize,0
10,15,98,7,cotton,0
30,32,75,17,cotton,0
53,20,41,10,pulses,0
46,12,52,0,pulses,0
15,32,89,6,rice,0
23,34,77,12,tea,0
10,18,49,9,maize,0
17,20,82,17,pulses,0
53,18,86,12,maize,0
84,10,31,10,rice,0
36,22,29,13,pulses,0
45,10,81,12,pulses,0
51,36,82,11,tea,0
29,27,55,0,maize,1
17,20,75,17,maize,0
55,39,25,15,maize,0
61,24,50,4,tea,0
35,39,52,4,pulses,0
44,38,93,18,rice,0
69,25,82,14,maize,0
12,33,57,11,cotton,0
13,33,45,4,tea,1
71,10,35,11,wheat,0
73,20,43,12,rice,0
59,15,43,0,cotton,0
28,21,92,10,maize,0
52,35,44,17,wheat,0
23,28,42,4,rice,1
23,10,73,13,tea,0
63,30,86,17,wheat,0
38,11,51,8,pulses,0
12,31,93,4,wheat,1
82,39,66,3,cotton,0
14,29,54,2,rice,1
14,21,33,2,cotton,1
54,33,44,17,cotton,0
73,10,78,17,maize,0
73,37,73,17,tea,0
52,16,98,18,wheat,0
52,19,97,1,rice,1
60,31,27,13,pulses,0
22,25,27,5,tea,0
82,37,22,12,tea,0
77,24,31,14,rice,0
78,18,51,9,tea,0
16,23,40,5,maize,0
87,13,93,19,tea,0
51,38,60,17,maize,0
14,15,61,12,wheat,0
56,24,76,0,wheat,0
57,32,96,6,cotton,0
56,17,81,2,maize,0
17,19,92,14,pulses,0
30,16,75,2,wheat,1
33,32,31,18,tea,0
22,31,75,18,rice,0
24,31,77,13,rice,0
62,26,42,12,maize,0
81,34,52,3,pulses,0
40,22,37,4,cotton,1
80,17,60,12,tea,0
60,34,31,6,maize,0
56,20,81,10,rice,0
48,10,77,1,maize,0
66,15,23,11,tea,0
59,15,32,8,pulses,0
66,37,50,6,pulses,0
44,18,41,7,wheat,0
16,11,58,14,tea,0
62,26,77,11,wheat,0
19,11,49,0,wheat,1
48,31,53,18,wheat,0
67,16,25,1,maize,0
44,32,68,6,rice,0
68,38,64,13,pulses,0
31,28,96,14,maize,0
18,29,69,17,rice,0
17,12,45,17,pulses,0
67,20,58,5,tea,0
31,22,71,14,pulses,0
49,25,23,7,pulses,0
37,18,54,17,pulses,0
55,39,24,3,cotton,0
78,28,47,2,tea,0
61,21,40,17,maize,0
20,35,92,10,maize,0
31,25,29,4,rice,1
56,31,74,6,maize,0
22,15,52,4,wheat,1
54,14,59,19,pulses,0
84,14,24,5,maize,0
78,20,92,11,rice,0
87,23,52,5,rice,0
31,33,89,18,wheat,0
76,23,97,14,rice,0
44,18,24,5,cotton,0
41,17,23,12,pulses,0
47,33,90,13,pulses,0
67,20,56,10,pulses,0
49,19,97,5,tea,0
30,28,32,3,maize,1
58,31,48,2,cotton,0
48,34,58,1,maize,0
70,30,67,7,cotton,0
19,29,54,3,maize,1
49,38,81,2,wheat,0
67,34,39,4,rice,0
54,25,78,8,rice,0
26,14,63,19,wheat,0
77,15,73,3,cotton,0
19,20,77,3,tea,1
71,36,71,3,cotton,0
41,20,69,14,rice,0
81,25,65,6,tea,0
51,32,29,18,maize,0
54,17,38,1,tea,1
85,28,30,10,cotton,0
30,10,59,18,wheat,0
36,35,59,18,maize,0
39,36,55,12,cotton,0
83,30,74,0,maize,0
10,18,63,13,tea,0
18,23,63,10,rice,0
12,34,64,17,cotton,0
62,29,82,17,wheat,0
51,12,21,5,tea,0
28,14,25,9,cotton,0
15,11,92,15,wheat,0
16,27,39,14,cotton,0
52,31,74,0,tea,1
89,30,66,9,cotton,0
45,34,46,1,maize,0
77,22,20,10,tea,0
48,13,32,2,cotton,1
52,26,86,19,rice,0
46,23,84,10,cotton,0
37,21,77,17,maize,0
59,19,95,10,wheat,0
48,31,89,6,wheat,0
11,33,69,11,wheat,0
46,24,28,4,rice,1
75,16,74,10,maize,0
28,12,55,18,tea,0
78,29,39,4,wheat,0
53,38,29,13,maize,0
22,20,29,19,cotton,0
31,35,50,2,rice,1
16,22,64,12,maize,0
11,37,50,3,maize,1
71,30,28,12,tea,0
87,12,23,13,maize,0
14,22,64,14,tea,0
29,37,43,7,rice,0
63,17,97,17,rice,0
85,18,91,18,cotton,0
72,16,72,4,tea,0
45,17,97,11,tea,0
25,23,59,3,wheat,1
66,27,77,5,wheat,0
73,19,96,6,cotton,0
19,12,48,19,rice,0
60,38,47,17,pulses,0
36,25,67,10,wheat,0
16,24,71,0,maize,1
50,22,87,14,rice,0
85,13,55,10,pulses,0
22,25,43,2,maize,1
75,35,76,6,tea,0
12,27,22,5,rice,0
20,28,64,18,cotton,0
14,33,38,10,tea,0
69,25,68,1,tea,0
11,35,28,8,maize,0
86,37,41,2,tea,0
73,21,74,9,wheat,0
22,32,35,2,rice,1
63,31,91,10,wheat,0
21,31,56,17,maize,0
27,11,46,13,pulses,0
27,17,54,13,maize,0
26,20,54,14,rice,0
48,21,97,15,tea,0
22,15,71,4,cotton,1
54,25,60,6,maize,0
28,36,41,7,rice,0
28,14,41,8,cotton,0
30,19,94,14,tea,0
33,38,39,1,pulses,1
39,14,65,12,maize,0
57,27,53,5,pulses,0
44,38,81,19,rice,0
68,11,29,9,pulses,0
26,23,32,2,pulses,1
57,32,27,18,rice,0
64,36,73,16,rice,0
18,30,35,3,maize,1
86,38,36,19,pulses,0
23,16,59,2,cotton,1
35,17,68,19,rice,0
61,13,81,18,tea,0
53,14,38,14,pulses,0
20,26,68,14,rice,0
60,15,57,0,cotton,0
51,38,81,13,maize,0
71,38,56,2,pulses,0
44,37,34,4,rice,1
73,10,80,16,rice,0
27,12,75,9,tea,0
23,19,26,8,tea,0
58,22,55,13,pulses,0
78,28,56,10,rice,0
26,23,89,11,pulses,0
30,32,59,4,rice,1
23,20,97,15,tea,0
12,35,36,8,cotton,0
40,27,20,8,wheat,0
56,20,63,6,wheat,0
53,24,85,19,rice,0
26,34,61,6,tea,0
65,13,64,17,maize,0
36,20,65,19,maize,0
80,15,74,4,wheat,0
78,31,40,0,cotton,0
11,27,24,6,wheat,0
89,21,60,13,rice,0
71,35,59,1,cotton,0
84,36,84,13,maize,0
15,25,32,16,tea,0
74,29,87,6,tea,0
27,25,42,2,rice,1
64,27,23,1,wheat,0
76,35,59,19,rice,0
66,23,80,9,tea,0
28,26,77,2,maize,1
83,24,36,19,tea,0
20,19,49,5,cotton,0
64,16,43,8,pulses,0
46,14,57,15,tea,0
13,20,78,14,tea,0
22,30,82,8,pulses,0
79,12,83,8,cotton,0
67,26,90,12,wheat,0
11,28,71,5,tea,0
69,18,73,19,rice,0
41,39,34,18,tea,0
72,39,75,10,rice,0
69,13,89,14,cotton,0
35,24,73,7,tea,0
31,30,80,8,cotton,0
83,31,63,6,cotton,0
13,38,20,4,wheat,1
25,18,82,18,tea,0
72,38,78,19,rice,0
51,30,22,16,rice,0
42,25,32,19,tea,0
22,32,30,9,pulses,0
55,34,80,18,wheat,0
22,26,31,9,wheat,0
42,27,99,15,wheat,0
23,14,52,14,rice,0
17,14,60,19,cotton,0
55,37,23,2,pulses,0
10,38,66,6,wheat,0
68,18,65,4,rice,0
69,36,73,12,rice,0
58,32,90,3,cotton,0
89,19,28,9,tea,0
70,34,89,10,tea,0
32,36,55,7,wheat,0
14,32,77,16,wheat,0
59,31,57,10,pulses,0
45,31,62,1,cotton,1
29,22,86,17,wheat,0
52,26,44,16,cotton,0
17,22,97,17,rice,0
50,16,24,12,wheat,0
34,29,37,10,rice,0
16,37,47,2,maize,1
70,35,49,18,cotton,0
42,12,89,0,maize,1
78,10,37,17,wheat,0
47,32,44,12,rice,0
21,19,53,0,wheat,1
53,24,91,17,maize,0
62,22,90,16,wheat,0
23,34,82,2,pulses,1
80,26,44,2,tea,0
61,38,84,4,maize,0
61,27,78,17,wheat,0
55,19,85,15,rice,0
89,29,82,16,wheat,0
50,18,31,6,rice,0
11,35,63,1,tea,1
58,33,73,0,wheat,0
87,10,45,16,tea,0
37,21,73,12,maize,0
41,20,50,10,rice,0
85,20,41,15,pulses,0
86,24,67,16,maize,0
31,29,27,11,rice,0
51,23,99,16,tea,0
38,18,47,1,cotton,1
88,11,97,1,wheat,0
77,11,87,0,tea,0
42,31,43,14,rice,0
55,25,44,8,rice,0
18,15,66,11,rice,0
47,22,36,4,rice,1
89,15,85,7,wheat,0
35,35,27,11,maize,0
52,10,81,19,pulses,0
62,34,56,4,cotton,0
36,37,24,1,wheat,1
20,22,65,12,rice,0
35,11,23,16,wheat,0
87,32,78,13,tea,0
66,10,89,15,pulses,0
10,10,48,0,rice,1
20,20,27,3,cotton,1
39,25,67,7,rice,0
13,18,93,1,pulses,1
81,16,80,15,cotton,0
89,23,72,15,pulses,0
42,14,93,11,cotton,0
42,35,83,12,maize,0
83,28,35,3,maize,0
75,33,95,16,wheat,0
13,26,44,13,wheat,0
60,17,98,11,cotton,0
36,38,83,11,rice,0
42,13,97,13,tea,0
86,11,79,15,tea,0
84,32,89,6,rice,0
41,29,86,12,rice,0
76,22,46,7,maize,0
86,29,36,7,tea,0
37,15,54,14,cotton,0
66,27,88,10,pulses,0
28,14,81,4,wheat,1
40,34,46,13,pulses,0
62,21,63,1,maize,0
41,28,82,4,tea,1
18,29,75,9,rice,0
60,38,27,17,tea,0
32,28,76,1,cotton,1
34,24,95,2,maize,1
55,16,80,9,rice,0
53,38,22,14,pulses,0
75,38,66,16,cotton,0
76,28,33,4,pulses,0
37,32,64,12,wheat,0
87,30,98,15,maize,0
33,12,58,16,cotton,0
65,10,86,2,cotton,0
59,30,43,15,pulses,0
12,34,81,4,rice,1
32,19,21,15,wheat,0
43,13,88,2,pulses,0
18,25,87,10,cotton,0
68,34,21,14,maize,0
75,21,81,1,cotton,0
31,36,30,1,tea,1
44,19,36,14,maize,0
40,12,31,3,maize,1
87,17,96,2,cotton,0
57,14,40,15,rice,0
62,31,75,8,maize,0
84,25,50,5,tea,0
41,13,50,3,pulses,0
21,25,88,17,rice,0
71,31,59,8,rice,0
12,12,21,0,rice,1
15,32,30,4,maize,1
21,13,71,12,rice,0
62,25,43,17,cotton,0
29,14,67,10,rice,0
15,31,81,3,tea,1
23,30,21,3,wheat,1
65,39,36,16,tea,0
50,37,79,6,maize,0
58,27,74,19,rice,0
74,37,68,10,rice,0
40,37,94,10,cotton,0
37,36,74,2,pulses,0
21,29,61,17,rice,0
25,17,96,15,tea,0
44,17,39,9,maize,0
53,16,91,10,wheat,0
77,19,83,5,rice,0
19,11,94,6,wheat,0
12,39,47,1,rice,1
40,29,94,10,maize,0
61,34,92,4,pulses,0
74,15,55,0,tea,0
14,24,46,5,maize,0
14,23,25,4,wheat,1
75,37,47,6,rice,0
24,36,32,16,wheat,0
74,17,66,15,tea,0
30,18,30,15,maize,0
80,14,58,2,wheat,0
20,14,43,16,wheat,0
51,18,94,5,tea,0
75,31,64,18,rice,0
70,16,67,12,wheat,0
69,17,61,12,tea,0
23,37,78,0,rice,1
14,33,48,14,pulses,0
40,24,87,9,rice,0
57,38,65,17,pulses,0
41,12,77,8,maize,0
66,30,31,17,tea,0
43,36,51,0,rice,1
83,26,27,1,pulses,0
36,28,30,5,pulses,0
14,27,45,12,maize,0
26,19,60,10,cotton,0
84,11,79,14,tea,0
78,11,38,7,cotton,0
65,26,67,3,rice,0
47,24,36,1,tea,1
63,36,82,5,maize,0
57,25,29,2,rice,1
89,15,53,6,tea,0
58,29,70,3,tea,0
50,35,64,4,cotton,0
31,11,47,15,rice,0
66,24,37,4,maize,0
75,30,55,18,maize,0
28,27,24,10,rice,0
11,17,99,11,rice,0
84,13,22,15,pulses,0
42,37,25,2,wheat,0
82,39,79,9,cotton,0
68,14,99,15,rice,0
15,17,63,2,rice,1
20,31,85,16,wheat,0
36,26,85,8,wheat,0
81,15,88,16,tea,0
54,24,71,11,maize,0
40,10,20,1,cotton,1
72,20,24,10,tea,0
53,15,87,17,rice,0
50,32,85,19,wheat,0
56,15,98,2,pulses,0
78,29,24,9,maize,0
88,29,78,3,tea,0
11,39,45,6,pulses,0
24,27,33,6,maize,0
29,27,60,2,pulses,1
12,16,94,16,wheat,0
48,35,93,1,tea,1
83,33,71,8,tea,0
19,25,61,7,maize,0
49,31,79,15,pulses,0
22,31,34,19,wheat,0
53,32,66,13,rice,0
41,28,52,5,tea,0
82,21,56,2,rice,0
39,35,66,6,wheat,0
10,39,55,17,tea,0
62,27,89,7,tea,0
85,13,65,5,pulses,0
53,11,71,1,rice,1
44,32,91,15,pulses,0
49,38,94,14,cotton,0
54,38,45,12,rice,0
69,18,48,1,rice,0
72,16,21,1,cotton,0
19,21,43,2,wheat,1
56,14,37,14,wheat,0
33,21,52,6,tea,0
66,25,52,9,maize,0
27,28,51,13,pulses,0
66,21,52,4,maize,0
81,10,59,17,tea,0
55,10,81,7,maize,0
52,28,33,0,rice,1
86,29,64,1,rice,0
25,39,45,11,cotton,0
23,21,46,11,cotton,0
18,14,29,6,tea,0
82,38,90,6,tea,0
78,18,62,6,tea,0
70,21,87,6,rice,0
20,11,35,12,maize,0
28,22,43,5,pulses,0
73,13,40,17,tea,0
47,28,69,10,tea,0
19,17,98,9,rice,0
25,22,81,6,pulses,0
78,10,71,3,rice,0
51,26,37,9,pulses,0
53,34,27,3,rice,1
62,26,28,6,maize,0
44,13,78,7,tea,0
45,17,63,2,wheat,0
31,39,89,9,wheat,0
33,29,86,17,tea,0
85,14,37,14,tea,0
21,25,92,9,tea,0
44,11,32,5,tea,0
59,34,59,2,pulses,0
87,35,88,13,maize,0
49,18,66,13,wheat,0
31,22,43,0,cotton,1
56,28,56,18,wheat,0
84,33,63,4,wheat,0
75,18,65,1,rice,0
19,12,63,4,tea,1
52,39,94,0,tea,1
78,10,79,18,tea,0
34,27,93,0,rice,1
56,39,22,10,maize,0
16,24,36,17,maize,0
37,33,70,15,cotton,0
89,10,24,13,maize,0
54,24,54,7,maize,0
76,32,76,11,tea,0
21,27,50,6,pulses,0
20,28,96,13,wheat,0
12,29,79,8,maize,0
70,39,99,12,maize,0
75,28,69,16,rice,0
65,29,41,2,cotton,0
35,22,99,17,pulses,0
43,14,91,16,rice,0
64,38,51,1,tea,0
88,31,37,17,wheat,0
85,14,52,5,cotton,0
25,34,83,1,rice,1
89,39,64,5,maize,0
48,20,57,11,maize,0
15,19,49,7,cotton,0
81,34,83,3,maize,0
61,15,61,5,rice,0
34,15,32,1,rice,1
65,34,96,18,maize,0
28,32,87,15,maize,0
85,22,61,4,tea,0
82,15,25,2,wheat,0
36,34,98,11,cotton,0
14,16,46,8,rice,0
35,17,72,10,cotton,0
39,19,26,10,tea,0
87,20,50,17,rice,0
44,38,85,1,tea,1
84,14,91,19,tea,0
62,17,90,2,pulses,0
77,35,84,10,maize,0
42,10,27,1,pulses,0
79,16,72,8,cotton,0
37,27,87,1,cotton,1
83,21,49,0,maize,0
45,28,80,14,pulses,0
58,17,56,0,cotton,0
62,12,64,17,pulses,0
78,19,72,18,maize,0
11,32,32,13,rice,0
89,31,51,8,tea,0
80,23,81,15,tea,0
73,28,21,7,pulses,0
30,28,96,11,cotton,0
44,39,27,14,pulses,0
55,18,67,17,pulses,0
57,14,33,17,wheat,0
31,16,52,11,tea,0
15,22,55,17,maize,0
42,38,78,1,pulses,0
48,27,89,5,wheat,0
52,35,88,5,wheat,0
34,22,67,9,tea,0
27,16,49,19,tea,0
50,17,47,15,tea,0
44,37,60,10,maize,0
33,13,95,4,wheat,1
64,26,77,12,cotton,0
49,19,60,8,maize,0
38,38,30,8,rice,0
19,13,25,16,pulses,0
88,14,39,3,tea,0
19,36,48,15,wheat,0
73,37,92,17,pulses,0
38,14,67,0,maize,1
27,27,90,19,rice,0
11,33,34,0,maize,1
34,11,21,15,maize,0
60,20,94,1,cotton,0
31,36,72,8,pulses,0
18,10,74,19,cotton,0
83,30,89,12,maize,0
13,16,32,5,rice,0
30,21,63,16,wheat,0
39,17,77,11,wheat,0
42,21,36,8,pulses,0
52,24,60,12,tea,0
11,23,44,7,tea,0
40,39,88,8,wheat,0
13,29,33,0,maize,1
56,10,48,9,maize,0
54,30,71,0,cotton,0
74,12,49,16,pulses,0
75,10,31,10,cotton,0
15,20,88,11,tea,0
16,32,28,5,wheat,0
60,18,45,1,maize,0
77,34,46,3,wheat,0
27,13,34,2,rice,1
50,17,98,11,wheat,0
78,26,33,17,rice,0
34,37,21,19,cotton,0
65,23,65,19,cotton,0
10,29,89,19,tea,0
64,25,99,5,wheat,0
12,29,92,9,wheat,0
63,11,99,13,rice,0
41,33,63,5,cotton,0
11,39,38,16,rice,0
74,17,91,4,cotton,0
17,32,63,1,rice,1
67,24,64,19,cotton,0
62,13,86,14,rice,0
53,39,98,6,cotton,0
82,30,85,3,pulses,0
37,24,41,14,rice,0
28,30,36,15,wheat,0
65,10,77,12,tea,0
29,36,99,4,pulses,1
80,22,66,17,pulses,0
65,31,33,13,rice,0
44,16,60,1,tea,1
28,25,88,6,wheat,0
72,36,74,17,pulses,0
16,13,40,17,wheat,0
36,12,99,18,cotton,0
48,21,50,16,tea,0
39,33,51,16,maize,0
32,27,99,4,cotton,1
32,23,28,6,tea,0
56,10,56,13,rice,0
87,16,28,8,rice,0
57,28,40,0,wheat,0
72,12,75,18,pulses,0
18,31,27,0,maize,1
32,24,43,17,rice,0
72,28,99,16,tea,0
83,18,39,17,pulses,0
56,27,24,7,pulses,0
83,10,69,1,tea,0
75,16,21,5,pulses,0
46,38,86,5,rice,0
47,24,77,3,tea,1
10,16,49,13,tea,0
57,18,34,6,wheat,0
44,30,21,11,maize,0
80,25,89,0,wheat,0
62,28,41,16,maize,0
34,35,89,9,tea,0
51,21,81,7,pulses,0
32,27,44,7,maize,0
18,33,37,11,tea,0
36,25,65,7,tea,0
84,14,94,16,wheat,0
60,11,88,17,wheat,0
66,25,82,16,pulses,0
45,15,73,5,cotton,0
43,17,46,10,rice,0
22,28,63,19,cotton,0
64,10,81,16,cotton,0
55,38,89,18,pulses,0
61,30,94,18,maize,0
37,33,48,11,pulses,0
39,14,23,15,pulses,0
54,28,88,15,tea,0
47,16,79,12,tea,0
29,19,91,2,tea,1
79,25,42,0,rice,0
56,22,57,12,maize,0
68,16,81,17,maize,0
88,37,31,10,tea,0
88,14,41,5,cotton,0
23,27,77,19,rice,0
51,19,80,17,cotton,0
70,33,37,12,wheat,0
68,32,86,12,maize,0
17,32,96,18,maize,0
66,33,84,0,cotton,0
31,17,54,6,rice,0
30,13,58,17,maize,0
37,10,45,12,cotton,0
58,22,36,7,pulses,0
32,19,69,10,pulses,0
63,21,51,16,rice,0
32,29,41,9,cotton,0
77,36,58,3,pulses,0
55,11,51,4,rice,1
77,15,78,15,tea,0
37,33,27,19,rice,0
59,19,63,17,wheat,0
72,19,49,17,tea,0
19,12,96,4,cotton,1
46,15,42,15,tea,0
22,37,83,8,tea,0
79,24,96,2,cotton,0
39,21,49,5,cotton,0
89,18,89,9,pulses,0
81,13,36,1,wheat,0
89,15,92,1,cotton,0
20,27,73,6,maize,0
10,36,38,8,maize,0
27,39,50,13,wheat,0
20,15,44,7,rice,0
19,39,57,15,rice,0
57,10,74,15,maize,0
70,21,69,2,cotton,0
19,32,56,5,wheat,0
69,12,54,10,rice,0
31,38,79,10,rice,0
84,21,86,5,tea,0
18,12,94,17,maize,0
24,19,49,12,cotton,0
46,15,34,6,wheat,0
79,39,94,14,rice,0
53,30,93,10,tea,0
78,26,58,5,maize,0
12,10,61,3,maize,1
19,11,46,15,wheat,0
86,28,24,15,rice,0
13,38,95,17,wheat,0
65,29,94,4,wheat,0
49,35,48,17,pulses,0
42,39,81,0,tea,1
42,15,75,3,maize,1
69,19,62,9,pulses,0
30,19,99,10,cotton,0
78,27,98,5,maize,0
54,32,32,3,maize,0
66,17,24,3,tea,0
86,29,69,0,cotton,0
49,16,68,0,rice,1
73,19,92,2,cotton,0
19,34,88,19,rice,0
83,10,74,6,cotton,0
75,31,78,15,wheat,0
74,24,20,15,cotton,0
39,19,86,0,pulses,0
44,31,28,12,pulses,0
62,12,45,1,tea,0
48,32,85,11,rice,0
31,18,39,11,maize,0
76,22,33,10,tea,0
79,15,21,9,pulses,0
89,28,40,0,pulses,0
76,11,78,13,rice,0
84,21,38,1,pulses,0
26,39,65,15,pulses,0
28,20,34,10,rice,0
69,22,51,4,pulses,0
81,31,55,0,maize,0
87,12,97,10,wheat,0
60,26,54,0,tea,0
57,18,28,18,maize,0
66,32,44,13,maize,0
19,24,60,17,wheat,0
41,24,63,5,tea,0
88,13,93,10,maize,0
77,23,68,17,pulses,0
37,39,74,11,wheat,0
13,36,34,2,tea,1
70,23,85,3,cotton,0
86,23,81,9,rice,0
21,37,45,13,pulses,0
24,36,61,13,wheat,0
38,27,54,17,rice,0
22,12,64,6,cotton,0
47,15,51,14,maize,0
67,17,81,11,maize,0
44,28,83,0,tea,1
49,11,71,13,wheat,0
85,14,62,1,wheat,0
14,33,74,13,tea,0
11,18,63,3,rice,1
39,20,98,17,maize,0
19,25,78,6,maize,0
82,29,73,9,wheat,0
47,11,20,5,wheat,0
68,16,41,2,tea,0
44,14,69,13,cotton,0
80,34,50,1,rice,0
21,10,69,7,pulses,0
51,37,48,19,cotton,0
58,30,58,17,cotton,0
76,13,20,3,wheat,0
42,18,84,2,wheat,0
22,39,69,18,wheat,0
84,24,37,11,cotton,0
29,36,68,11,rice,0
42,27,94,11,wheat,0
43,19,56,2,maize,1
59,37,89,2,rice,1
59,20,95,11,maize,0
18,26,54,15,rice,0
16,35,91,10,wheat,0
18,27,62,6,pulses,0
35,21,84,13,tea,0
11,32,62,2,wheat,1
14,22,85,12,cotton,0
75,27,54,1,pulses,0
19,31,53,15,cotton,0
40,37,61,4,rice,1
42,26,99,11,cotton,0
15,19,27,16,pulses,0
23,24,25,12,pulses,0
87,29,59,7,wheat,0
24,32,87,17,maize,0
52,33,42,15,wheat,0
88,17,82,12,rice,0
29,30,33,5,cotton,0
30,20,77,14,maize,0
73,27,55,12,tea,0
38,13,53,0,pulses,0
68,28,95,16,maize,0
82,38,40,10,maize,0
73,32,64,3,wheat,0
53,31,77,16,tea,0
43,11,34,15,pulses,0
56,29,64,10,rice,0
18,12,36,3,rice,1
69,25,69,13,maize,0
39,10,74,1,maize,1
26,26,50,11,cotton,0
61,21,50,4,tea,0
68,28,29,11,pulses,0
13,34,85,16,maize,0
49,19,72,7,cotton,0
16,29,30,8,tea,0
47,22,75,0,pulses,0
41,23,98,0,rice,1
78,25,53,5,cotton,0
76,35,62,5,tea,0
65,33,87,18,cotton,0
29,37,22,18,maize,0
73,10,33,0,wheat,0
26,38,48,3,rice,1
25,33,36,3,maize,1
20,27,89,15,maize,0
22,39,64,14,tea,0
27,12,72,16,cotton,0
23,38,69,13,rice,0
43,23,67,10,maize,0
85,26,88,19,tea,0
35,33,84,14,rice,0
51,23,93,15,cotton,0
70,30,24,17,maize,0
48,34,47,0,pulses,0
11,17,90,1,maize,1
66,21,61,11,maize,0
59,23,79,8,rice,0
25,11,21,4,rice,1
71,15,41,9,rice,0
20,21,29,11,rice,0
72,38,47,3,tea,0
39,13,97,5,wheat,0
63,35,55,16,tea,0
80,38,80,11,maize,0
36,13,21,4,tea,1
73,39,70,2,cotton,0
88,37,53,1,pulses,0
18,25,54,14,rice,0
85,29,62,10,cotton,0
81,25,30,2,pulses,0
11,33,51,9,cotton,0
58,17,57,2,maize,0
57,12,66,9,rice,0
64,17,24,9,cotton,0
89,33,83,0,maize,0
76,22,72,8,rice,0
40,16,48,16,wheat,0
35,11,20,6,maize,0
75,14,49,16,tea,0
39,23,45,6,rice,0
86,14,29,18,cotton,0
87,13,32,10,pulses,0
10,26,44,2,cotton,1
79,29,34,1,tea,0
31,10,20,12,tea,0
84,25,94,15,cotton,0
63,20,63,15,pulses,0
23,32,54,3,rice,1
23,20,32,15,maize,0
